streams,stream,category,category_conf,source_name,source_url,source_method,title,summary,link,published_iso,country_infer,is_SCANDI,is_usa,debate_score,__base_score,model_final
main,main,Kultur,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Beyond regional doubt: why more acts are touring the UK’s far-flung venues – and why it’s worth making the effort,"<p>With touring costs rising and venues closing, many acts are only playing big city dates. But as the Beatles and Led Zep showed in the past, more scenic routes can pay off</p><p>As the mania around them was erupting in early 1963, the Beatles toured the UK supporting Helen Shapiro, including shows in Wakefield, Taunton and Hanley (now amalgamated as part of Stoke-on-Trent). In late 1971, as their untitled fourth album was released, Led Zeppelin roared around the country, including stops in Preston, Bournemouth and Salisbury. Gathering a head of steam in 1994, Oasis performed in Tunbridge Wells, Derby and Newport. Promoting his debut album in 2011, Ed Sheeran stopped off in Keele, Falmouth and Aberdeen.</p><p>But over the decades, most of these regional cities and towns steadily fell off the touring map as focus turned to the bigger cities, often those with large student populations. By the early 2000s it was contracting further due to a mix of rising costs, venue closures and tour support from record labels drying up as CD sales collapsed.</p> <a href=""https://www.theguardian.com/music/2025/sep/28/beyond-regional-doubt-why-more-acts-are-touring-the-uks-far-flung-venues-and-why-its-worth-making-the-effort"">Continue reading...</a>",https://www.theguardian.com/music/2025/sep/28/beyond-regional-doubt-why-more-acts-are-touring-the-uks-far-flung-venues-and-why-its-worth-making-the-effort,2025-09-28T13:00:19+00:00,INT,False,False,2.261050088532489,2.261050088532489,5nano
main,main,Kultur,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Michaelina Wautier: the female Flemish artist now seen as an old master,"<p>Opening in Vienna on Tuesday, an exhibition gathers her works into one show for the first time</p><p>The first time Katljine von der Stighelen cast her eyes over The Triumph of Bacchus, it made her question her own judgment. The Dutch art historian and Rubens expert was visiting Vienna’s Kunsthistorisches museum for a conference in 1993 and had asked to see a van Dyck in the archives. On her way out she caught a glimpse of a vast, 2.7-metre by 3.5-metre oil painting of a wild and drunken parade writhing with naked bodies young and old.</p><p>“I couldn’t believe my eyes,” von der Stighelen recalled. “I really know my way around Flemish paintings from the 17th century, but when I saw this picture I could not match it with anything I knew.” The archivist informed her of an intriguing fact: it was believed to be the work of a woman.</p> <a href=""https://www.theguardian.com/artanddesign/2025/sep/28/michaelina-wautier-female-flemish-artist-exhibition-vienna"">Continue reading...</a>",https://www.theguardian.com/artanddesign/2025/sep/28/michaelina-wautier-female-flemish-artist-exhibition-vienna,2025-09-28T09:50:28+00:00,INT,False,False,2.184748358056146,2.184748358056146,5nano
main,main,Kultur,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Philharmonia/ Rouvali/ Ólafsson review – orchestra opens 80th celebrations with sparkle and style,"<p><strong>Royal Festival Hall, London</strong><br />Víkingur Ólafsson’s Beethoven was clear, contemplative and witty, in a concert that also featured Olivier Latry at the mighty RFH organ and a UK premiere from Gabriela Ortiz</p><p>Legions of keyboard fans know that <a href=""https://www.vikingurolafsson.com/"">Víkingur Ólafsson</a> does reflective like few others. Calmness, softness of touch and introspection are among the Icelandic pianist’s widely admired trademarks. It helps make him a perfect performer for the AirPod age.</p><p>But how does Ólafsson respond to a full orchestra in a large-scale work such as Beethoven’s third piano concerto? The answer, in this opening concert of the <a href=""https://philharmonia.co.uk/"">Philharmonia</a>’s season, is that he does it with enviable ease. It assured a distinguished start to the 80th birthday year of an orchestra whose founder, Walter Legge, had shamefully tried to kill it off when it had not even reached two decades old.</p> <a href=""https://www.theguardian.com/music/2025/sep/28/philharmonia-rouvali-olafsson-review-royal-festival-hall-london"">Continue reading...</a>",https://www.theguardian.com/music/2025/sep/28/philharmonia-rouvali-olafsson-review-royal-festival-hall-london,2025-09-28T09:42:22+00:00,INT,False,False,2.1824728264497293,2.1824728264497293,5nano
main,main,Kultur,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,Jonas Crambys genvägar till den godaste hemmamaten,"Det finns saker som gör de flesta rätter både godare och roligare. Chili och umami är ett par av dem, enligt kokboksförfattaren Jonas Cramby. Här är hans recept på hur du får vardagsmaten att smaka som om det vore helg. Recept: Jonas Cramby ur ”Chili + umami. Genvägen till roligare matlagning” (Natur & Kultur) Foto: Lennart Weibull",https://www.dn.se/mat-dryck/jonas-crambys-genvagar-till-den-godaste-hemmamaten/,2025-09-27T06:00:00+02:00,SE,True,False,1.8816803217196325,1.8816803217196325,5nano
main,main,Kultur,0.55,NRK – Kultur,https://www.nrk.no/kultur/,rss,«Forviser spøkelser i popmusikken»,"Briten Olivia Dean er klar med sitt andre album, «The Art of Loving».",https://www.nrk.no/p3/anmeldelse_-_the-art-of-loving_-av-olivia-dean-1.17585417,2025-09-25T13:50:44+00:00,NO,True,False,1.1978738970940204,1.1978738970940204,5nano
nnuk,nnuk,Kultur,0.55,Luxembourg Times (EN),https://www.luxtimes.lu/,rss,"ABBA, Katy Perry and Michael Jackson: when stars marked royal moments","As leading figures of the Luxembourg music scene get ready to celebrate the new Grand Duke, we look back at famous royal concerts of yesteryear",https://www.luxtimes.lu/luxembourg/abba-katy-perry-and-michael-jackson-when-stars-marked-royal-moments/93233130.html,2025-09-28T14:30:00+00:00,LU,False,False,1.6818238084741586,1.6818238084741586,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Isle of Wight festival increases profits despite fall in attendance,"<p>Festival made £3.4m profit in 2024, generating £2.6m dividend for its parent company, part of Live Nation</p><p>Pet Shop Boys and The Prodigy helped the <a href=""https://www.theguardian.com/artanddesign/gallery/2020/aug/05/joni-mitchell-jimi-hendrix-isle-of-wight-festival-in-pictures"">Isle of Wight music festival</a> increase its profits last year, generating a £2.6m dividend for its parent company, a division of the events industry’s biggest player, Live Nation.</p><p>In a year when many smaller music festivals <a href=""https://www.theguardian.com/business/article/2024/aug/25/smaller-uk-music-festivals-struggle-to-be-heard-in-crowded-market"">lost money or were cancelled</a> amid wet weather and soaring costs, the summer showpiece on the island, a ferry ride across the Solent from England’s southern coast, managed to prosper.</p> <a href=""https://www.theguardian.com/business/2025/sep/28/isle-of-wight-festival-increases-profits-despite-fall-in-attendance"">Continue reading...</a>",https://www.theguardian.com/business/2025/sep/28/isle-of-wight-festival-increases-profits-despite-fall-in-attendance,2025-09-28T13:23:13+00:00,INT,False,False,2.2747366838977823,2.2747366838977823,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,UK businesses fear new EHRC guidance on toilets will be ‘unworkable’,"<p>Exclusive: Stonewall writes to ministers and warns cost of compliance could be ‘significant’ for struggling companies</p><p>Businesses across the UK fear that new guidance from the Equality and Human Rights Commission (EHRC) on the use of toilets and changing rooms will be “confusing”, “unworkable” and could “undermine inclusion”.</p><p>The LGBTQ+ rights charity Stonewall has written to the newly appointed business and trade ministers to highlight the significant costs of compliance for struggling companies.</p> <a href=""https://www.theguardian.com/society/2025/sep/28/uk-businesses-fear-new-ehrc-guidance-on-toilets-will-be-unworkable"">Continue reading...</a>",https://www.theguardian.com/society/2025/sep/28/uk-businesses-fear-new-ehrc-guidance-on-toilets-will-be-unworkable,2025-09-28T12:09:46+00:00,INT,False,False,2.2351871405165538,2.2351871405165538,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,What are droughts and how worried should we be about them?,"<p>Rising global temperatures are making dry spells longer and more intense, with profound effects on health, food and the economy</p><p>Drought is a “creeping disaster” that devastates regions in slow motion. It kills livestock, ruins harvests, and has knock-on effects across the economy that force people to flee their homes. How worried should we be about drought – and can we do anything about it?</p> <a href=""https://www.theguardian.com/environment/2025/sep/28/what-are-droughts-and-how-worried-should-we-be-about-them"">Continue reading...</a>",https://www.theguardian.com/environment/2025/sep/28/what-are-droughts-and-how-worried-should-we-be-about-them,2025-09-28T11:00:09+00:00,INT,False,False,2.206950519543214,2.206950519543214,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Bullion bonanza: why is gold hitting record highs?,"<p>Interest rates, inflation and geopolitical crises are providing the metal its strongest annual performance since 1979</p><p>It is turning into gold’s best year in decades. Bullion has hit a series of record highs in 2025, putting it firmly on track for its strongest annual performance since 1979, when revolution in Tehran rocked the global economy.</p> <a href=""https://www.theguardian.com/business/2025/sep/28/bullion-bonanza-why-is-gold-hitting-record-highs"">Continue reading...</a>",https://www.theguardian.com/business/2025/sep/28/bullion-bonanza-why-is-gold-hitting-record-highs,2025-09-28T10:00:09+00:00,INT,False,False,2.1875443048609684,2.1875443048609684,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,Sveriges Radio – Radio Sweden (EN) program,https://www.sverigesradio.se/radiosweden,rss,Sweden's: Finance Minister critical of big banks' response to interest rate cut,"<ul><li><p>The Riksbank lowered the key interest rate by 0.25 percentage points this week. But the big banks are not passing the entire cut on to their customers.</p></li><li><p>And Sweden's Finance Minister Elisabeth Svantesson is less than pleased.</p></li><li><p>""It's provocative in many ways,"" she said in an interview with Swedish Radio on Friday.</p></li></ul>",https://www.sverigesradio.se/artikel/9056364,2025-09-26T12:00:00+02:00,SE,True,False,1.9515909075234048,1.9515909075234048,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,Politiken – Seneste nyt (DA),https://politiken.dk/,rss,Ministerium tager konsekvensen af mistænkelig aktivitet: Hele Danmarks luftrum lukkes for civile droner i en uge,"Danmark | Sektionen med Politikens undersøgende journalistik og seneste nyt indenfor politik, ret, sundhed, uddannelse, forbrug, økonomi og aktuelle temaer",https://politiken.dk/danmark/art10564807/Hele-Danmarks-luftrum-lukkes-for-civile-droner-i-en-uge,2025-09-28T13:17:49+02:00,DK,True,False,1.600953153873024,1.600953153873024,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,Sveriges Radio – Radio Sweden (EN) program,https://www.sverigesradio.se/radiosweden,rss,Economist: Lowered interest rate will give boost to Swedish households,"<ul><li><p>Sweden's central bank, the Riksbank, reduced its key interest rate to 1.75% on Tuesday in a decision aimed at balancing inflation control with supporting the country's economic recovery.</p></li><li><p>It's the bank's third interest rate cut this year and today's decision follows Monday's expansive budget from the government aimed at boosting consumer confidence.</p></li><li><p>""The interest rate, its job is to be the gas or the brake in the economy and now we need some gas,"" says Alexandra Stråberg, chief economist at Länsförsäkringar.</p></li></ul>",https://www.sverigesradio.se/artikel/9053719,2025-09-23T12:53:00+02:00,SE,True,False,2.0154102992324416,2.0154102992324416,5nano
main,main,Næringsliv og nasjonaløkonomi,0.55,Sveriges Radio – Radio Sweden (EN) program,https://www.sverigesradio.se/radiosweden,rss,Sweden's key interest rate cut by 0.25 percent,"<ul><li><p>The Swedish Central bank, the Riksbank on Tuesday announced it cuts Sweden's key interest rate by 0.25 percent, to 1.75 percent.</p></li><li><p>This is to try to further help the recovery of the economy and to stabilise inflation.</p></li><li><p>The bank believes the interest rate will remain at this level for some time.</p></li></ul>",https://www.sverigesradio.se/artikel/9053698,2025-09-23T11:57:00+02:00,SE,True,False,1.8828002671520452,1.8828002671520452,5nano
nnuk,nnuk,Næringsliv og nasjonaløkonomi,0.55,"Le News (Switzerland, EN)",https://lenews.ch/,rss,Swiss National Bank pauses interest rate cuts,"After six consecutive cuts, the Swiss National Bank (SNB) has left its key rate unchanged at 0%. It also reaffirmed its willingness to intervene in foreign-exchange markets if needed. Inflationary pressures, it noted, remain broadly stable. The bank will keep a close eye on the data and adjust policy as required to safeguard price stability. [&#8230;]",https://lenews.ch/2025/09/26/swiss-national-bank-pauses-interest-rate-cuts/,2025-09-26T16:56:28+00:00,CH,False,False,1.906165603815107,1.906165603815107,5nano
main,main,Vitenskap,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,"Dads need love, too: the men creating ‘a vulnerable space’ to be with their kids, and each other","<p>From a coffee club to a meditation group with self-affirmations, brothers are doing it for themselves</p><p>Ron Holden Jr had one big question on his mind as a coffee shop-loving father of two daughters, two-year-old Layla and one-month-old Nari: there is a lot of necessary outreach, resources and activities like “Mommy and me” yoga classes for mothers. But what kind of support do dads have?</p><p>“You go to doctor visits and quite literally, no one asks the dads: ‘How are you feeling? You all right, today? You good?’ It’s like: ‘Mom, you’re good. The baby is good,’” Holden Jr said.</p> <a href=""https://www.theguardian.com/lifeandstyle/2025/sep/28/dads-men-parenting-community"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2025/sep/28/dads-men-parenting-community,2025-09-28T13:00:13+00:00,INT,False,False,2.2609933008647336,2.2609933008647336,5nano
main,main,Vitenskap,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Why I gave the world wide web away for free | Tim Berners-Lee,"<p>My vision was based on sharing, not exploitation – and here’s why it’s still worth fighting for</p><p>I was 34 years old when I first had the idea for the world wide web. I took every opportunity to talk about it: pitching it in meetings, sketching it out on a whiteboard for anyone who was interested, even drawing the web in the snow with a ski pole for my friend on what was meant to be a peaceful day out.</p><p>I relentlessly petitioned bosses at the European Organization for Nuclear Research (Cern), where I worked at the time, who initially found the idea <em>“</em>a little eccentric<em>” </em>but eventually gave in and let me work on it.<em> </em>I was seized by the idea of combining two pre-existing computer technologies: the internet and hypertext, which takes an ordinary document and brings it to life by adding “links”.</p> <a href=""https://www.theguardian.com/technology/2025/sep/28/why-i-gave-the-world-wide-web-away-for-free"">Continue reading...</a>",https://www.theguardian.com/technology/2025/sep/28/why-i-gave-the-world-wide-web-away-for-free,2025-09-28T11:00:18+00:00,INT,False,False,2.207004083683411,2.207004083683411,5nano
main,main,Vitenskap,0.55,Politico Europe,https://www.politico.eu/,rss,Is Keir for keeps? Labour conference special,Sam and Anne have their Labour conference curtain-raiser &#8211; and wonder if Andy Burnham has gone a little bit into the rearview mirror as delegates turn up on the banks of the Mersey? There are already conference titbits to share &#8211; it sounds like Science and Technology Secretary Liz Kendall will get the job of [&#8230;],https://www.politico.eu/podcast/politics-at-sam-and-annes/is-keir-for-keeps-labour-conference-special/?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication,2025-09-28T13:27:18+00:00,INT,False,False,2.059829060363855,2.059829060363855,5nano
main,main,Vitenskap,0.55,The Guardian (UK),https://www.theguardian.com/uk,rss,Savvy saver: seven cracking ways to start or build up your savings,"<p>Experts say £2,000 is the magic number to help guard against debt. But even £200 cuts the risk of falling behind on bills</p><p>Having £2,000 in savings means you are 60% less likely to fall behind on household bills and have a much lower risk of problem debt than someone with little or no money put aside.</p><p>That is the headline finding from an academic study that has found that when it comes to the protective power of savings, “£2,000 is a turning point”.</p> <a href=""https://www.theguardian.com/money/2025/sep/27/seven-ways-to-start-or-build-up-your-savings"">Continue reading...</a>",https://www.theguardian.com/money/2025/sep/27/seven-ways-to-start-or-build-up-your-savings,2025-09-27T07:00:35+00:00,INT,False,False,2.053111070708998,2.053111070708998,5nano
main,main,Vitenskap,0.55,Sveriges Radio – Radio Sweden (EN) program,https://www.sverigesradio.se/radiosweden,rss,Suspected drones spotted near Karlskrona naval base,"<ul><li><p>Police received several calls Thursday night about suspected drones over Sturkö and Kyrkö in the Karlskrona archipelago, near the naval base in southeastern Sweden.</p></li><li><p>A police patrol also observed two blinking drones hovering. Police say they do not yet have any suspects, but a report will be filed for suspected breaches of the Protective Security Act and the Aviation Act. The sightings come after a week of drones being seen near Nordic airports.</p></li><li><p>The Swedish Defence Research Agency’s Peter Bennesved says the recent sightings in the other Nordic countries are typically of small quadcopters, being used for surveillance or to trigger a reaction.</p></li></ul>",https://www.sverigesradio.se/artikel/9056619,2025-09-26T15:20:00+02:00,SE,True,False,2.0361445833769425,2.0361445833769425,5nano
main,main,Vitenskap,0.55,Dagens Nyheter (SE),https://www.dn.se/,rss,Risken för demens ökar för varje glas du tar,"Även en låg eller måttlig alkoholkonsumtion ökar risken för demens, visar ny forskning. Resultaten går stick i stäv med tidigare studier som visar att en mindre mängd alkohol kan ha en skyddande effekt. – Några säkra nivåer finns inte, säger alkoholforskaren Sven Andréasson.",https://www.dn.se/sverige/risken-for-demens-okar-for-varje-glas-du-tar/,2025-09-28T05:46:44+02:00,SE,True,False,1.8059287880532988,1.8059287880532988,5nano
main,main,Vitenskap,0.55,Sveriges Radio – Radio Sweden (EN) program,https://www.sverigesradio.se/radiosweden,rss,Eight Swedish glaciers melted away: 'It's a very clear sign',"<ul><li><p>High-resolution satellite images show that eight glaciers in Sweden have melted away between 2023 and late summer 2024.</p></li><li><p>The glaciers were small, but their loss affects local water supplies and signals irreversible change, experts say.</p></li><li><p>Around 30 other similarly small glaciers in Sweden could disappear after another very warm summer says professor Nina Kirchner, a glaciologist and head of Tarfala Research Station in North of Sweden.</p></li></ul>",https://www.sverigesradio.se/artikel/9054608,2025-09-24T13:54:00+02:00,SE,True,False,2.019090041615592,2.019090041615592,5nano
main,main,Vitenskap,0.55,Sveriges Radio – Radio Sweden (EN) program,https://www.sverigesradio.se/radiosweden,rss,Sweden's new security advisor: Russia is constantly testing our preparedness,"<ul><li><p>Sweden's new national security advisor Niclas Kvarnström, who took office in the end of July, is now giving interviews for the first time.</p></li><li><p>He comments on the Russian fighter jets that on Friday violated Estonian air space, and that Russian drones shortly before that were shot down over Poland.</p></li><li><p>”You need to see this in the context of a very serious security situation in Europe, where Russia is conducting an illegal, offensive war in Ukraine and where Russia constantly is testing our preparedness and our decisiveness,"" he says.</p></li></ul>",https://www.sverigesradio.se/artikel/9053888,2025-09-23T16:03:00+02:00,SE,True,False,2.015795708901325,2.015795708901325,5nano
